,Safety Index,Health Care Index,Cost of Living Index,Pollution Index,Year,City,Country,Continent
28,52.11372064,68.03515215,74.77420973,46.31601826,2017,"Amman, Jordan",Jordan,Asia
29,45.35228677,69.51731375,73.43828399,49.43128305,2014,"Amman, Jordan",Jordan,Asia
30,56.06922126,61.72612802,77.93527346,48.49670362,2019,"Amman, Jordan",Jordan,Asia
31,55.58714462,67.31374607,76.86276969,47.63457219,2018,"Amman, Jordan",Jordan,Asia
32,66.08615792,61.45842684,59.95346456,81.47936561,2014,"Amsterdam, Netherlands",Netherlands,Europe
33,66.05935615,61.60907511,60.05647478,81.53066451,2013,"Amsterdam, Netherlands",Netherlands,Europe
34,66.24565096,60.50614829,59.31269029,81.16754932,2012,"Amsterdam, Netherlands",Netherlands,Europe
35,65.87144623,69.11070304,57.62669343,83.6050134,2018,"Amsterdam, Netherlands",Netherlands,Europe
36,67.19406675,69.59601259,64.60737582,82.17054264,2017,"Amsterdam, Netherlands",Netherlands,Europe
37,66.52657602,58.90608604,58.22252885,80.62739984,2015,"Amsterdam, Netherlands",Netherlands,Europe
38,64.87021014,66.92025184,62.80732564,83.11961168,2019,"Amsterdam, Netherlands",Netherlands,Europe
39,62.89245983,62.57869885,65.68615153,77.22234297,2016,"Amsterdam, Netherlands",Netherlands,Europe
40,53.79480841,65.83158447,87.68815855,52.04665652,2018,"Ankara, Turkey",Turkey,Asia
41,73.53522868,65.58237146,74.86201706,48.19966674,2013,"Ankara, Turkey",Turkey,Asia
42,59.22126082,29.83997901,83.19116909,46.64927914,2014,"Ankara, Turkey",Turkey,Asia
43,54.52410383,66.2250787,90.12167587,52.19155256,2017,"Ankara, Turkey",Turkey,Asia
44,50.407911,61.89664218,85.92574009,57.22668985,2016,"Ankara, Turkey",Turkey,Asia
45,58.88751545,56.96484785,83.27897642,48.50394842,2015,"Ankara, Turkey",Turkey,Asia
46,56.37824475,62.00157398,92.02834922,53.55357531,2019,"Ankara, Turkey",Turkey,Asia
47,71.14028239,69.85830898,77.16587128,49.06463494,2012,"Ankara, Turkey",Turkey,Asia
48,45.01854141,38.50996852,69.33015554,63.290589,2015,"Athens, Greece",Greece,Europe
49,36.4276885,34.61437566,55.93953838,53.40867927,2013,"Athens, Greece",Greece,Europe
50,48.02224969,45.47481637,76.96312092,63.21089618,2019,"Athens, Greece",Greece,Europe
51,33.16440049,41.93336831,49.85574511,3.98464102,2012,"Athens, Greece",Greece,Europe
52,47.33003708,43.25813221,78.4119418,59.95798015,2016,"Athens, Greece",Greece,Europe
53,46.22991347,41.14637985,72.97415956,59.95798015,2018,"Athens, Greece",Greece,Europe
54,42.78121137,38.32633788,59.12568991,62.07346229,2014,"Athens, Greece",Greece,Europe
55,44.7960445,39.40188877,76.78123432,56.53843367,2017,"Athens, Greece",Greece,Europe
56,32.5989301,62.92919372,66.48588916,54.68786165,2012,"Atlanta, GA, United States",United States,North America
57,28.83807169,58.35519412,68.21374812,73.0276027,2019,"Atlanta, GA, United States",United States,North America
58,32.1061561,62.32838828,66.73386814,57.32962204,2014,"Atlanta, GA, United States",United States,North America
59,27.37948084,60.21773347,65.81159057,65.85524886,2017,"Atlanta, GA, United States",United States,North America
60,27.15698393,58.63064008,66.51404917,69.37622256,2018,"Atlanta, GA, United States",United States,North America
61,33.49814586,64.00839454,66.05619669,50.57596175,2015,"Atlanta, GA, United States",United States,North America
62,28.368356,67.53672613,66.05619669,65.47851916,2016,"Atlanta, GA, United States",United States,North America
63,32.0195682,62.22488955,66.77468008,57.7077145,2013,"Atlanta, GA, United States",United States,North America
64,46.00101008,69.01412909,44.55492901,80.86776626,2012,"Auckland, New Zealand",New Zealand,Oceania
65,46.46477132,68.74344176,46.08003011,84.387452,2014,"Auckland, New Zealand",New Zealand,Oceania
66,50.3461063,69.56977964,59.01279478,84.97428095,2018,"Auckland, New Zealand",New Zealand,Oceania
67,54.23980222,72.25865687,63.12092323,83.25001811,2016,"Auckland, New Zealand",New Zealand,Oceania
68,50.63040791,72.38982162,65.25338685,84.67724408,2019,"Auckland, New Zealand",New Zealand,Oceania
69,50.18541409,68.94018888,53.17360763,86.96660146,2015,"Auckland, New Zealand",New Zealand,Oceania
70,51.10012361,65.58237146,60.91319619,84.71346809,2017,"Auckland, New Zealand",New Zealand,Oceania
71,45.21631644,68.37618048,41.65830406,80.21444613,2013,"Auckland, New Zealand",New Zealand,Oceania
72,56.54213163,70.13230401,62.16802551,79.81655718,2012,"Austin, TX, United States",United States,North America
73,57.71375847,69.74144972,63.23286098,79.74978882,2014,"Austin, TX, United States",United States,North America
74,56.36588381,76.23294858,64.45057702,73.67963486,2015,"Austin, TX, United States",United States,North America
75,64.69715698,72.02256034,68.08830908,81.06208795,2018,"Austin, TX, United States",United States,North America
76,64.56118665,67.99580273,67.07852484,79.08425705,2017,"Austin, TX, United States",United States,North America
77,64.72187886,66.71038825,69.66884094,78.62783453,2019,"Austin, TX, United States",United States,North America
78,54.95673671,70.68467996,60.71876568,79.91016446,2013,"Austin, TX, United States",United States,North America
79,56.53893696,73.28174187,69.48695434,71.78874158,2016,"Austin, TX, United States",United States,North America
80,72.47583894,21.77314796,95.30525268,44.85780782,2015,"Baku, Azerbaijan",Azerbaijan,Europe
81,72.42389689,21.80301561,95.29040922,44.97794192,2014,"Baku, Azerbaijan",Azerbaijan,Europe
82,72.34405929,21.84587966,95.26802749,45.14366635,2013,"Baku, Azerbaijan",Azerbaijan,Europe
83,72.73678097,21.62499059,95.37954359,44.26570447,2012,"Baku, Azerbaijan",Azerbaijan,Europe
84,71.10012361,22.49475341,94.91344706,47.72150982,2019,"Baku, Azerbaijan",Azerbaijan,Europe
85,73.53522868,21.19622246,95.60336177,42.60667971,2017,"Baku, Azerbaijan",Azerbaijan,Europe
86,74.42521632,22.23242392,93.89739087,45.66398609,2018,"Baku, Azerbaijan",Azerbaijan,Europe
87,72.51300744,21.75187049,95.31585903,44.77237401,2016,"Baku, Azerbaijan",Azerbaijan,Europe
88,49.32014833,81.46642183,78.54365278,51.55401,2018,"Bangkok, Thailand",Thailand,Asia
89,51.53275649,82.01731375,83.00301054,52.31471419,2016,"Bangkok, Thailand",Thailand,Asia
90,50.9394314,77.12486884,78.88233818,51.90900529,2019,"Bangkok, Thailand",Thailand,Asia
91,62.86773795,100,76.16658304,50.88748823,2013,"Bangkok, Thailand",Thailand,Asia
92,47.46600742,81.89926548,82.39463121,53.04643918,2017,"Bangkok, Thailand",Thailand,Asia
93,52.44746601,95.57974816,76.61189162,40.20865029,2012,"Bangkok, Thailand",Thailand,Asia
94,60.58096415,92.37932844,80.41269443,47.15641527,2014,"Bangkok, Thailand",Thailand,Asia
95,63.36217553,87.48688353,80.85800301,47.86640585,2015,"Bangkok, Thailand",Thailand,Asia
96,56.11025676,53.73715853,60.40219705,51.45768579,2012,"Barcelona, Spain",Spain,Europe
97,55.83436341,66.93336831,74.10938284,53.99550822,2016,"Barcelona, Spain",Spain,Europe
98,56.22991347,50.82633788,58.04064225,50.45280012,2013,"Barcelona, Spain",Spain,Europe
99,58.47960445,69.87145855,75.19443051,55.11120771,2017,"Barcelona, Spain",Spain,Europe
100,55.43881335,65.2544596,70.29603613,52.40889662,2015,"Barcelona, Spain",Spain,Europe
101,50.82818294,68.50734523,69.78800803,54.81417083,2018,"Barcelona, Spain",Spain,Europe
102,54.64771323,72.98006296,75.77772203,57.71933638,2019,"Barcelona, Spain",Spain,Europe
103,56.97156984,65.62172088,62.02333166,54.01724263,2014,"Barcelona, Spain",Spain,Europe
104,56.00741656,60.82109129,82.85248369,37.81786568,2017,"Beijing, China",China,Asia
105,62.27441286,47.00944386,81.30331159,40.86792726,2016,"Beijing, China",China,Asia
106,51.14956737,53.56768101,80.3123432,35.10106499,2015,"Beijing, China",China,Asia
107,42.23733004,57.14847849,86.1201706,41.14322973,2019,"Beijing, China",China,Asia
108,48.04697157,58.2633788,84.62744606,38.83213794,2018,"Beijing, China",China,Asia
109,48.83768488,55.44548024,82.10462638,37.08059322,2014,"Beijing, China",China,Asia
110,48.69354251,55.55687008,82.2117701,37.19651933,2013,"Beijing, China",China,Asia
111,49.65409058,54.74818667,81.44402606,36.33659283,2012,"Beijing, China",China,Asia
112,42.6328801,66.25131165,69.71901656,39.02050279,2015,"Beirut, Lebanon",Lebanon,Asia
113,50.96571387,47.77188834,66.16695816,39.5768856,2012,"Beirut, Lebanon",Lebanon,Asia
114,44.2645241,68.49422875,71.90792775,38.04245454,2016,"Beirut, Lebanon",Lebanon,Asia
115,46.69962917,62.9590766,73.22503763,42.11403318,2017,"Beirut, Lebanon",Lebanon,Asia
116,50.67985167,45.18625393,64.69518314,39.4624357,2013,"Beirut, Lebanon",Lebanon,Asia
117,45.71075402,57.33210913,67.36076267,41.47649062,2014,"Beirut, Lebanon",Lebanon,Asia
118,45.79728059,65.18887723,72.74836929,39.99130624,2018,"Beirut, Lebanon",Lebanon,Asia
119,51.79233622,64.3887723,75.64601104,39.86814461,2019,"Beirut, Lebanon",Lebanon,Asia
120,86.88504326,85.5587618,15.35373808,91.8061291,2013,"Bergen, Norway",Norway,Europe
121,88.04697157,91.39559286,25.70873056,94.40701297,2014,"Bergen, Norway",Norway,Europe
122,87.46807989,88.52469842,21.25106835,93.11577743,2019,"Bergen, Norway",Norway,Europe
123,87.47846135,88.59557051,21.69296543,93.14131982,2017,"Bergen, Norway",Norway,Europe
124,87.5176455,88.80174541,22.24182304,93.23016505,2016,"Bergen, Norway",Norway,Europe
125,87.66225191,89.51634742,23.42101606,93.55233226,2015,"Bergen, Norway",Norway,Europe
126,87.46600742,88.47717733,20.53123432,93.10657104,2012,"Bergen, Norway",Norway,Europe
127,87.46985885,88.54160143,21.41490263,93.12074045,2018,"Bergen, Norway",Norway,Europe
128,73.18912237,69.98950682,60.53060712,85.09744258,2014,"Berlin, Germany",Germany,Europe
129,56.84796044,72.90136411,66.92172604,75.47634572,2018,"Berlin, Germany",Germany,Europe
130,62.1013597,77.36096537,73.2814852,74.87502717,2017,"Berlin, Germany",Germany,Europe
131,67.25587145,72.50786988,66.67084797,84.68448888,2015,"Berlin, Germany",Germany,Europe
132,58.28182942,66.30377754,70.49673859,75.97623705,2019,"Berlin, Germany",Germany,Europe
133,79.48084054,59.14218258,57.67686904,76.43265957,2012,"Berlin, Germany",Germany,Europe
134,59.85166873,73.85886674,71.9267436,77.84539593,2016,"Berlin, Germany",Germany,Europe
135,77.60197775,60.02098636,61.97315605,85.19886981,2013,"Berlin, Germany",Germany,Europe
136,63.30037083,70.39611752,57.46362268,87.60414403,2017,"Boston, MA, United States",United States,North America
137,58.48040302,76.11026365,51.75016684,95.65245561,2012,"Boston, MA, United States",United States,North America
138,59.54264524,78.2135362,55.24335173,87.59689922,2014,"Boston, MA, United States",United States,North America
139,66.87268232,75.06558237,58.93753136,88.05332174,2018,"Boston, MA, United States",United States,North America
140,56.65018541,78.52833158,57.48243853,87.23465913,2015,"Boston, MA, United States",United States,North America
141,58.20766378,77.78069255,60.41144004,87.34333116,2016,"Boston, MA, United States",United States,North America
142,57.19406675,76.49527807,50.20697441,97.08758965,2013,"Boston, MA, United States",United States,North America
143,66.44004944,73.29485834,61.67837431,87.08976309,2019,"Boston, MA, United States",United States,North America
144,69.55500618,56.97796432,79.89212243,74.95471999,2018,"Bratislava, Slovakia",Slovakia,Europe
145,70.0618047,50.69517314,83.17862519,71.8756792,2019,"Bratislava, Slovakia",Slovakia,Europe
146,64.99381953,52.46589717,69.40541897,80.8447439,2013,"Bratislava, Slovakia",Slovakia,Europe
147,70.79110012,57.09601259,83.68038133,75.05614721,2017,"Bratislava, Slovakia",Slovakia,Europe
148,66.46071439,52.60121727,73.29813079,78.29965642,2014,"Bratislava, Slovakia",Slovakia,Europe
149,65.42645241,55.5089192,82.32563974,73.41157719,2016,"Bratislava, Slovakia",Slovakia,Europe
150,65.84394829,52.5447746,71.64018909,79.34622137,2012,"Bratislava, Slovakia",Slovakia,Europe
151,64.95673671,44.81899265,79.41545409,72.85372745,2015,"Bratislava, Slovakia",Slovakia,Europe
152,60.21013597,76.15424974,53.64400401,90.2267623,2015,"Brisbane, Australia",Australia,Oceania
153,64.3881335,79.99737671,61.99824385,88.6908643,2018,"Brisbane, Australia",Australia,Oceania
154,65.09270705,81.96484785,69.76919217,90.34267913,2019,"Brisbane, Australia",Australia,Oceania
155,43.69592089,87.08027282,36.40868038,81.86626096,2012,"Brisbane, Australia",Australia,Oceania
156,62.95426452,78.64637985,63.48469644,89.69064696,2017,"Brisbane, Australia",Australia,Oceania
157,50.82818294,90.72665268,32.61414952,90.58900239,2013,"Brisbane, Australia",Australia,Oceania
158,61.32262052,72.704617,46.80757652,90.68318481,2014,"Brisbane, Australia",Australia,Oceania
159,62.83065513,78.44963274,65.54189664,90.01666304,2016,"Brisbane, Australia",Australia,Oceania
160,40.07416564,74.43599161,63.94254892,54.35774832,2016,"Brussels, Belgium",Belgium,Europe
161,36.99629172,84.35204617,41.63321626,40.20865029,2012,"Brussels, Belgium",Belgium,Europe
162,46.4276885,76.65267576,66.21299548,60.12461059,2019,"Brussels, Belgium",Belgium,Europe
163,42.1631644,70.80272823,55.34997491,56.11823517,2015,"Brussels, Belgium",Belgium,Europe
164,44.06674907,76.95435467,61.06999498,59.55951605,2018,"Brussels, Belgium",Belgium,Europe
165,41.00123609,80.83683106,47.05845459,63.46446425,2013,"Brussels, Belgium",Belgium,Europe
166,44.01730532,66.6841553,48.41946814,56.90067377,2014,"Brussels, Belgium",Belgium,Europe
167,40.09888752,75.35414481,65.96211741,58.34963414,2017,"Brussels, Belgium",Belgium,Europe
168,66.19283066,42.40556139,79.71023583,38.86836195,2013,"Bucharest, Romania",Romania,Europe
169,70.08652658,42.98268625,90.0652283,52.96674636,2016,"Bucharest, Romania",Romania,Europe
170,71.79233622,45.90766002,85.69994982,53.19133522,2018,"Bucharest, Romania",Romania,Europe
171,72.73176761,46.76023085,79.67887607,3.470260088,2012,"Bucharest, Romania",Romania,Europe
172,73.20148331,44.55666317,88.6979428,51.89451568,2019,"Bucharest, Romania",Romania,Europe
173,68.83807169,41.59233998,85.4427998,50.30790408,2015,"Bucharest, Romania",Romania,Europe
174,71.74289246,41.74973767,89.36276969,53.77091937,2017,"Bucharest, Romania",Romania,Europe
175,68.07169345,40.07082896,80.84545911,38.281533,2014,"Bucharest, Romania",Romania,Europe
176,56.11866502,45.69779643,81.45383843,67.68093893,2015,"Budapest, Hungary",Hungary,Europe
177,60,37.97219307,75.08153537,65.49300877,2014,"Budapest, Hungary",Hungary,Europe
178,61.80469716,39.4412382,81.54791771,65.87698326,2018,"Budapest, Hungary",Hungary,Europe
179,62.36093943,35.36201469,84.95985951,67.202782,2019,"Budapest, Hungary",Hungary,Europe
180,70.60568603,59.14218258,72.37832413,40.02753025,2012,"Budapest, Hungary",Hungary,Europe
181,56.66254635,42.1432319,86.84771701,67.23900601,2016,"Budapest, Hungary",Hungary,Europe
182,65.24103832,53.38405037,75.13171099,59.91451134,2013,"Budapest, Hungary",Hungary,Europe
183,59.72805933,43.71720881,86.00100351,67.48532928,2017,"Budapest, Hungary",Hungary,Europe
184,29.77750309,64.87408185,91.39488209,65.92769688,2019,"Buenos Aires, Argentina",Argentina,South America
185,45.89616811,74.79013641,67.33567486,30.42816779,2012,"Buenos Aires, Argentina",Argentina,South America
186,30.3461063,67.58919203,78.38058204,64.08751721,2018,"Buenos Aires, Argentina",Argentina,South America
187,30.50679852,78.80377754,66.65203211,62.57335362,2015,"Buenos Aires, Argentina",Argentina,South America
188,39.33250927,81.16474292,68.81585549,61.51561255,2014,"Buenos Aires, Argentina",Argentina,South America
189,31.95302843,69.12381952,79.20220773,61.49387814,2017,"Buenos Aires, Argentina",Argentina,South America
190,33.99258344,77.97743966,66.9405419,57.25566906,2013,"Buenos Aires, Argentina",Argentina,South America
191,30.60568603,74.31794334,70.98595083,59.23349996,2016,"Buenos Aires, Argentina",Argentina,South America
192,81.06304079,87.64428122,91.38233818,83.61950301,2017,"Bursa, Turkey",Turkey,Asia
193,84.46586671,76.34813619,85.21948087,82.15647065,2014,"Bursa, Turkey",Turkey,Asia
194,84.32442682,76.42271804,85.37545377,81.97754295,2013,"Bursa, Turkey",Turkey,Asia
195,85.28669613,75.89148487,84.2468936,83.18483654,2012,"Bursa, Turkey",Turkey,Asia
196,74.3881335,77.46589717,86.20170597,86.78548142,2016,"Bursa, Turkey",Turkey,Asia
197,86.76143387,75.10493179,82.59533367,85.04672897,2015,"Bursa, Turkey",Turkey,Asia
198,78.34363412,78.2135362,90.94330156,75.96174745,2019,"Bursa, Turkey",Turkey,Asia
199,83.1025958,81.59758657,88.28399398,78.18590162,2018,"Bursa, Turkey",Turkey,Asia
200,38.38071693,29.83997901,99.25990968,35.86901398,2017,"Cairo, Egypt",Egypt,Africa
201,47.15698393,48.2161595,85.20446563,35.60095631,2013,"Cairo, Egypt",Egypt,Africa
202,59.69097651,67.0383001,80.48795785,11.59168297,2012,"Cairo, Egypt",Egypt,Africa
203,41.8170581,47.704617,88.7104867,35.08657538,2014,"Cairo, Egypt",Egypt,Africa
204,42.71940667,30.41710388,96.0549423,37.5063392,2019,"Cairo, Egypt",Egypt,Africa
205,32.02719407,41.14637985,89.58855996,32.36252988,2015,"Cairo, Egypt",Egypt,Africa
206,38.41779975,31.46642183,96.92047165,36.77461421,2018,"Cairo, Egypt",Egypt,Africa
207,35.46353523,35.04721931,89.87079779,33.61588061,2016,"Cairo, Egypt",Egypt,Africa
208,72.73176761,66.50052466,43.47089814,87.24190393,2012,"Calgary, Canada",Canada,North America
209,70.98887515,72.94071354,47.62920221,93.82018402,2013,"Calgary, Canada",Canada,North America
210,67.45364648,61.64742917,69.27370798,82.96747084,2016,"Calgary, Canada",Canada,North America
211,68.68974042,74.1343127,70.63472153,87.04629428,2019,"Calgary, Canada",Canada,North America
212,66.88504326,65.3593914,66.36352233,87.55343041,2017,"Calgary, Canada",Canada,North America
213,66.57601978,67.32686254,52.87255394,89.0603492,2014,"Calgary, Canada",Canada,North America
214,66.46477132,64.37565582,57.53261415,87.5027168,2015,"Calgary, Canada",Canada,North America
215,67.44128554,70.48793284,65.59207225,87.29261755,2018,"Calgary, Canada",Canada,North America
216,72.84301607,83.39454355,65.7425991,97.82655944,2016,"Canberra, Australia",Australia,Oceania
217,81.11248455,78.94805876,69.80055193,95.3053684,2019,"Canberra, Australia",Australia,Oceania
218,69.35723115,71.55036726,52.72202709,99.42041585,2015,"Canberra, Australia",Australia,Oceania
219,57.60197775,94.67471144,30.64475665,98.54379483,2013,"Canberra, Australia",Australia,Oceania
220,75.24103832,80.41710388,64.90215755,94.75476346,2017,"Canberra, Australia",Australia,Oceania
221,63.5723115,81.49265477,49.1532865,94.71853945,2014,"Canberra, Australia",Australia,Oceania
222,81.31025958,84.14218258,62.79478174,95.34883721,2018,"Canberra, Australia",Australia,Oceania
223,60.5319084,92.68907581,34.97815968,98.11026516,2012,"Canberra, Australia",Australia,Oceania
224,23.04024112,68.22787102,77.66608707,86.26942048,2012,"Cape Town, South Africa",South Africa,Africa
225,18.96168109,75.59024134,85.91319619,80.33036296,2015,"Cape Town, South Africa",South Africa,Africa
226,20.88998764,68.07450157,86.458856,78.82344418,2019,"Cape Town, South Africa",South Africa,Africa
227,21.07540173,67.6547744,84.16332163,81.80830254,2014,"Cape Town, South Africa",South Africa,Africa
228,23.36217553,68.14008395,76.16658304,87.5099616,2013,"Cape Town, South Africa",South Africa,Africa
229,21.11248455,71.41920252,83.71174109,76.04144027,2018,"Cape Town, South Africa",South Africa,Africa
230,18.49196539,70.68467996,92.09734069,81.67065131,2016,"Cape Town, South Africa",South Africa,Africa
231,19.81458591,70.02885624,85.90692423,76.46888358,2017,"Cape Town, South Africa",South Africa,Africa
232,39.61681088,56.66316894,62.72579027,80.75056147,2014,"Chicago, IL, United States",United States,North America
233,40.09888752,56.66316894,62.71951831,82.46033471,2013,"Chicago, IL, United States",United States,North America
234,26.66254635,59.92917104,60.53060712,76.59204521,2017,"Chicago, IL, United States",United States,North America
235,32.62051916,56.66316894,63.57877572,78.85242339,2015,"Chicago, IL, United States",United States,North America
236,24.36341162,57.8043022,60.13547416,76.9542853,2016,"Chicago, IL, United States",United States,North America
237,27.58961681,63.81164743,64.77044656,75.68644498,2019,"Chicago, IL, United States",United States,North America
238,26.68726823,59.181532,63.25890617,77.25132218,2018,"Chicago, IL, United States",United States,North America
239,38.30795698,57.65606168,63.03382262,81.46292692,2012,"Chicago, IL, United States",United States,North America
240,46.05686032,43.24501574,91.65203211,63.94262117,2015,"Chisinau, Moldova",Moldova,Europe
241,49.87639061,43.10073452,97.27170095,59.61022966,2016,"Chisinau, Moldova",Moldova,Europe
242,47.96662546,43.17287513,94.46186653,61.77642541,2012,"Chisinau, Moldova",Moldova,Europe
243,48.01769165,43.17259655,94.52109746,61.80635375,2019,"Chisinau, Moldova",Moldova,Europe
244,48.07722047,43.17054286,94.60676562,61.74898308,2018,"Chisinau, Moldova",Moldova,Europe
245,48.38600352,43.15850331,95.06444473,61.37724841,2017,"Chisinau, Moldova",Moldova,Europe
246,48.4928678,43.1549135,95.21729959,61.27938865,2014,"Chisinau, Moldova",Moldova,Europe
247,48.6560066,43.14890849,95.45590659,61.10328323,2013,"Chisinau, Moldova",Moldova,Europe
248,44.36341162,63.98216159,73.72052183,76.59929001,2019,"Cincinnati, OH, United States",United States,North America
249,47.86155748,67.56295908,70.17686904,79.70731001,2018,"Cincinnati, OH, United States",United States,North America
250,45.71396315,65.35378726,72.41913275,77.7832346,2014,"Cincinnati, OH, United States",United States,North America
251,45.57207281,65.20739079,72.56912763,77.65549513,2013,"Cincinnati, OH, United States",United States,North America
252,45.79231845,65.43654356,72.32412439,77.85661167,2015,"Cincinnati, OH, United States",United States,North America
253,45.84508421,65.49209528,72.26108583,77.90576764,2016,"Cincinnati, OH, United States",United States,North America
254,45.88295038,65.53190949,72.21620023,77.9409664,2017,"Cincinnati, OH, United States",United States,North America
255,46.11248455,65.77256034,71.94869543,78.15330001,2012,"Cincinnati, OH, United States",United States,North America
256,68.09641533,77.95120672,89.5446563,62.486416,2017,"Colombo, Sri Lanka",Sri Lanka,Asia
257,51.60501384,75.54231782,90.5349005,61.61027177,2012,"Colombo, Sri Lanka",Sri Lanka,Asia
258,53.74665688,73.94821501,91.08749642,62.12410428,2013,"Colombo, Sri Lanka",Sri Lanka,Asia
259,53.42568084,74.22964754,90.99687464,62.040333,2014,"Colombo, Sri Lanka",Sri Lanka,Asia
260,53.1613874,74.41490226,90.93068451,61.97865255,2015,"Colombo, Sri Lanka",Sri Lanka,Asia
261,58.94932015,67.56295908,93.27019568,64.17445483,2019,"Colombo, Sri Lanka",Sri Lanka,Asia
262,48.33127318,78.33158447,89.62619167,60.76939796,2016,"Colombo, Sri Lanka",Sri Lanka,Asia
263,61.16192831,74.18677859,89.87706974,62.31978555,2018,"Colombo, Sri Lanka",Sri Lanka,Asia
264,74.36341162,71.8389297,47.22779729,84.53234804,2015,"Copenhagen, Denmark",Denmark,Europe
265,81.24845488,65.98898216,58.36678374,87.62587843,2017,"Copenhagen, Denmark",Denmark,Europe
266,74.3881335,75.57712487,57.5388861,85.69876114,2016,"Copenhagen, Denmark",Denmark,Europe
267,78.03461063,75.28856243,60.48043151,89.8572774,2019,"Copenhagen, Denmark",Denmark,Europe
268,80.82818294,70.94700944,52.30807827,88.45903065,2018,"Copenhagen, Denmark",Denmark,Europe
269,67.45364648,85.80797482,38.94882087,81.93870898,2013,"Copenhagen, Denmark",Denmark,Europe
270,69.62917182,86.59496327,40.00250878,81.67789611,2014,"Copenhagen, Denmark",Denmark,Europe
271,51.48331273,91.93336831,32.41344706,80.65637905,2012,"Copenhagen, Denmark",Denmark,Europe
272,68.35375766,52.09875272,67.56509485,92.03838025,2012,"Cork, Ireland",Ireland,Europe
273,71.4091471,53.50209864,61.54666332,93.91436644,2018,"Cork, Ireland",Ireland,Europe
274,67.39184178,55.40398741,67.00326141,92.00173875,2017,"Cork, Ireland",Ireland,Europe
275,68.74883582,50.92357798,67.79336444,92.05304779,2014,"Cork, Ireland",Ireland,Europe
276,68.68267532,51.11446413,67.75521084,92.05060286,2015,"Cork, Ireland",Ireland,Europe
277,68.63551047,51.25273553,67.72799113,92.04885659,2016,"Cork, Ireland",Ireland,Europe
278,70.21013597,45.7633788,68.10712494,92.07418677,2019,"Cork, Ireland",Ireland,Europe
279,68.84501302,50.59402062,67.84954486,92.05671194,2013,"Cork, Ireland",Ireland,Europe
280,42.52163164,72.49475341,92.10361264,49.48924147,2013,"Delhi, India",India,Asia
281,32.34857849,60.50629591,95.22704466,38.08592335,2017,"Delhi, India",India,Asia
